report_date,descr_stage,report_text,event_date,date_source,assigned_carrier,ac_manufacturer,ac_family,ac_standard_name,ac_reported_name,ac_number_of_ac,geo_loc,geo_loc_ind,geo_loc2,geo_nlocs,geo_iso_code,geo_country,geo_lat,geo_long,descr_part,descr_action,descr_adjective,descr_condition
2019-05-10,,"SAS A320 at Gothenburg on May 9th 2019, smoke on board",2019-05-09,Extracted,sas,airbus,A320 family,A320,A320,1,Gothenburg,at,Gothenburg,1,NA,NA,NA,NA,,smoke,,
2019-05-10,,"Trans States E145 at Billings on May 8th 2019, icing sensor fault",2019-05-08,Extracted,trans states,embraer,EMB135 family,E145,E145,1,Billings,at,Billings,1,USA,USA,45.79,-108.54,,fault,,
2019-05-10,,"TUI Belgium B788 at Brussels on May 9th 2019, overheating brake",2019-05-09,Extracted,tui belgium,boeing,787 family,B787,B788,1,Brussels,at,Brussels,1,BEL,Belgium,50.83,4.33,,overheat,,
2019-05-10,,"TUI Belgium B788 at Brussels on May 9th 2019, overheating brake",2019-05-09,Extracted,tui,boeing,787 family,B787,B788,1,Brussels,at,Brussels,1,BEL,Belgium,50.83,4.33,,overheat,,
2019-05-11,approach,"AeroUnion A306 at Guadalajara on Feb 6th 2019, tail strike on landing",2019-02-06,Extracted,aerounion,airbus,A300 family,A300,A306,1,Guadalajara,at,Guadalajara,1,MEX,Mexico,20.67,-103.35,,,,
2019-05-11,,"Alaska A320 near Los Angeles on May 10th 2019, strong odour in cabin",2019-05-10,Extracted,alaska,airbus,A320 family,A320,A320,1,Los Angeles,near,Los Angeles,1,USA,USA,34.11,-118.41,,smell,,
2019-05-11,approach;runway,"American A319 at Toronto on Apr 4th 2019, runway confusion on final approach",2019-04-04,Extracted,american,airbus,A320 family,A319,A319,1,Toronto,at,Toronto,1,CAN,Canada,43.65,-79.38,,,,
2019-05-11,,"Canada A320 at Cancun on May 5th 2019, seized wheel",2019-05-05,Extracted,canada,airbus,A320 family,A320,A320,1,Cancun,at,Cancun,1,MEX,Mexico,21.17,-86.83,,,,
2019-05-11,departure,"Eurowings A320 at Cologne on May 9th 2019, rejected takeoff due to fault indication",2019-05-09,Extracted,eurowings,airbus,A320 family,A320,A320,1,Cologne,at,Cologne,1,DEU,Germany,50.95,6.97,,fault;indication;rejected,,
2019-05-11,departure,"Eurowings A320 at Cologne on May 9th 2019, rejected takeoff due to fault indication",2019-05-09,Extracted,wings,airbus,A320 family,A320,A320,1,Cologne,at,Cologne,1,DEU,Germany,50.95,6.97,,fault;indication;rejected,,
2019-05-11,,"Kenya E190 at Nairobi on May 10th 2019, bird strike",2019-05-10,Extracted,kenya,embraer,EMB190 family,E190,E190,1,Nairobi,at,Nairobi,1,KEN,Kenya,-1.29,36.82,,bird_strike,,
2019-05-12,,"Azur B763 near Nha Trang on May 11th 2019, oil filter indication",2019-05-11,Extracted,azur,boeing,767 family,B767,B763,1,Nha Trang,near,Nha Trang,1,VNM,Vietnam,12.25,109.19,,indication,,
2019-05-12,,"Delta B738 at Tri-Cities and Knoxville on May 12th 2019, nose gear problem",2019-05-12,Extracted,delta,boeing,737 family,B737,B738,1,Tri-Cities and Knoxville,at,Tri-Cities and Knoxville,1,NA,NA,NA,NA,,problem,,
2019-05-12,,"Norra AT72 at Helsinki on May 11th 2019, flaps problem",2019-05-11,Extracted,norra,atr,AT72 family,AT72,AT72,1,Helsinki,at,Helsinki,1,FIN,Finland,60.17,24.94,,problem,,
2019-05-13,departure,"Canada Rouge B763 at Melbourne on May 8th 2019, rejected takeoff due to gear not down",2019-05-08,Extracted,canada,boeing,767 family,B767,B763,1,Melbourne,at,Melbourne,1,AUS,Australia,-37.81,144.96,,rejected,,
2019-05-13,departure,"Canada Rouge B763 at Melbourne on May 8th 2019, rejected takeoff due to gear not down",2019-05-08,Extracted,rouge,boeing,767 family,B767,B763,1,Melbourne,at,Melbourne,1,AUS,Australia,-37.81,144.96,,rejected,,
2019-05-13,departure,"Canada Rouge B763 at Melbourne on May 8th 2019, rejected takeoff due to gear not down",2019-05-08,Extracted,canada rouge,boeing,767 family,B767,B763,1,Melbourne,at,Melbourne,1,AUS,Australia,-37.81,144.96,,rejected,,
2019-05-13,enroute,"Qantas B744 over Pacific on May 12th 2019, engine shut down in flight",2019-05-12,Extracted,qantas,boeing,747 family,B747,B744,1,Pacific,over,Pacific,1,NA,NA,NA,NA,,shut down,,
2019-05-14,,"Aeroflot SU95 near Moscow on May 13th 2019, loss of cabin pressure",2019-05-13,Extracted,aeroflot,sukhoi,Superjet 100 family,SU100,SU95,1,Moscow,near,Moscow,1,RUS,Russia,55.75,37.62,,pressure,,
2019-05-14,,"Aeroflot SU95 near Moscow on May 13th 2019, loss of cabin pressure",2019-05-13,Extracted,lot,sukhoi,Superjet 100 family,SU100,SU95,1,Moscow,near,Moscow,1,RUS,Russia,55.75,37.62,,pressure,,
2019-05-14,,"AirAsia India A320 at Delhi on May 13th 2019, hydraulic failure",2019-05-13,Extracted,airasia,airbus,A320 family,A320,A320,1,Delhi,at,Delhi,1,IND,India,28.67,77.21,,failure,,
2019-05-14,,"AirAsia India A320 at Delhi on May 13th 2019, hydraulic failure",2019-05-13,Extracted,india,airbus,A320 family,A320,A320,1,Delhi,at,Delhi,1,IND,India,28.67,77.21,,failure,,
2019-05-14,,"AirAsia India A320 at Delhi on May 13th 2019, hydraulic failure",2019-05-13,Extracted,airasia india,airbus,A320 family,A320,A320,1,Delhi,at,Delhi,1,IND,India,28.67,77.21,,failure,,
2019-05-14,enroute,"Canada Rouge A319 enroute on May 12th 2019, hydraulic leak",2019-05-12,Extracted,canada,airbus,A320 family,A319,A319,1,enroute,enroute,enroute,1,NA,NA,NA,NA,,leak,,
2019-05-14,enroute,"Canada Rouge A319 enroute on May 12th 2019, hydraulic leak",2019-05-12,Extracted,rouge,airbus,A320 family,A319,A319,1,enroute,enroute,enroute,1,NA,NA,NA,NA,,leak,,
2019-05-14,enroute,"Canada Rouge A319 enroute on May 12th 2019, hydraulic leak",2019-05-12,Extracted,canada rouge,airbus,A320 family,A319,A319,1,enroute,enroute,enroute,1,NA,NA,NA,NA,,leak,,
2019-05-14,,"Lufthansa A359 near Shannon on May 12th 2019, problems with speed indication",2019-05-12,Extracted,lufthansa,airbus,A350 family,A359,A359,1,Shannon,near,Shannon,1,IRL,Ireland,52.7,-8.92,,indication;problem,,speed
2019-05-14,departure,"S7 E170 at Ekaterinburg on May 7th 2019, rejected takeoff due to engine problem",2019-05-07,Extracted,s7,embraer,EMB170 family,E170,E170,1,Ekaterinburg,at,Ekaterinburg,1,NA,NA,NA,NA,,problem;rejected,,
2019-05-14,,"Southwest B737 at Oakland on May 11th 2019, flaps problem",2019-05-11,Extracted,southwest,boeing,737 family,B737,B737,1,Oakland,at,Oakland,1,USA,USA,37.77,-122.22,,problem,,
2019-05-14,,"Swiss BCS1 at Madrid on May 13th 2019, bird strike",2019-05-13,Extracted,swiss,airbus,A220 family,A21,BCS1,1,Madrid,at,Madrid,1,ESP,Spain,40.42,-3.71,,bird_strike,,
2019-05-14,enroute,"Thai Smile A320 enroute on Apr 22nd 2019, turbulence causes serious injuries",2019-04-22,Extracted,thai,airbus,A320 family,A320,A320,1,enroute,enroute,enroute,1,NA,NA,NA,NA,,injury;turbulence,,
2019-05-14,enroute,"Thai Smile A320 enroute on Apr 22nd 2019, turbulence causes serious injuries",2019-04-22,Extracted,thai smile,airbus,A320 family,A320,A320,1,enroute,enroute,enroute,1,NA,NA,NA,NA,,injury;turbulence,,
2019-05-15,approach,"Eurowings A332 at Dusseldorf on May 5th 2019, flaps up landing",2019-05-05,Extracted,eurowings,airbus,A330 family,A332,A332,1,Dusseldorf,at,Dusseldorf,1,DEU,Germany,51.24,6.79,,,,
2019-05-15,approach,"Eurowings A332 at Dusseldorf on May 5th 2019, flaps up landing",2019-05-05,Extracted,wings,airbus,A330 family,A332,A332,1,Dusseldorf,at,Dusseldorf,1,DEU,Germany,51.24,6.79,,,,
2019-05-15,,"Lufthansa A346 at Shanghai on May 13th 2019, could not retract gear",2019-05-13,Extracted,lufthansa,airbus,A340 family,A346,A346,1,Shanghai,at,Shanghai,1,CHN,China,31.23,121.47,,could not retract,,
2019-05-15,,"UTAir B738 at Moscow on May 14th 2019, could not fully retract gear",2019-05-14,Extracted,utair,boeing,737 family,B737,B738,1,Moscow,at,Moscow,1,RUS,Russia,55.75,37.62,,,,
2019-05-15,approach;runway,"Virgin Australia B738 at Darwin on Dec 6th 2016, temporary runway excursion on landing",2016-12-06,Extracted,virgin,boeing,737 family,B737,B738,1,Darwin,at,Darwin,1,AUS,Australia,-12.43,130.85,,excursion,,
2019-05-15,approach;runway,"Virgin Australia B738 at Darwin on Dec 6th 2016, temporary runway excursion on landing",2016-12-06,Extracted,virgin australia,boeing,737 family,B737,B738,1,Darwin,at,Darwin,1,AUS,Australia,-12.43,130.85,,excursion,,
2019-05-16,,"Allegiant A320 at St. Petersburg on May 13th 2019, bird strike",2019-05-13,Extracted,allegiant,airbus,A320 family,A320,A320,1,St. Petersburg,at,St. Petersburg,1,RUS,Russia,59.742650799072265,30.300400881469727,,bird_strike,,
2019-05-16,,"Allegiant A320 at St. Petersburg on May 13th 2019, bird strike",2019-05-13,Extracted,allegiant,airbus,A320 family,A320,A320,1,St. Petersburg,at,St. Petersburg,1,USA,United States,27.83765006,-82.65719991,,bird_strike,,
2019-05-16,approach;runway,"Belavia B735 at Kiev on Dec 9th 2018, damaged runway lights and right engine cowl on landing",2018-12-09,Extracted,belavia,boeing,737 family,B737,B735,1,Kiev,at,Kiev,1,UKR,Ukraine,50.43,30.52,,damage,,
2019-05-16,approach,"Flybe DH8D at Belfast on Nov 10th 2017, gear problem, landed without nose gear",2017-11-10,Extracted,flybe,de_havilland_canada,Dash8 family,Dash8,DH8D,1,Belfast,at,Belfast,1,GBR,UK,54.6,-5.93,,problem,,
2019-05-16,runway,"Mount Cook AT72 at Christchurch on Apr 19th 2019, suspected collision with object on runway",2019-04-19,Extracted,mount cook,atr,AT72 family,AT72,AT72,1,Christchurch,at,Christchurch,1,NZL,New Zealand,-43.53,172.64,,collision,,
2019-05-16,,"Norwegian B738 near Gothenburg on May 12th 2019, suspected fuel leak",2019-05-12,Extracted,norwegian,boeing,737 family,B737,B738,1,Gothenburg,near,Gothenburg,1,NA,NA,NA,NA,,leak,,
2019-05-16,,"Ryanair B738 at Amsterdam on May 14th 2019, wheel well fire indication",2019-05-14,Extracted,ryanair,boeing,737 family,B737,B738,1,Amsterdam,at,Amsterdam,1,NLD,Netherlands,52.37,4.89,,fire;indication,,
2019-05-16,approach,"SAS A343 at Copenhagen on May 12th 2019, could not fully retract landing gear",2019-05-12,Extracted,sas,airbus,A340 family,A343,A343,1,Copenhagen,at,Copenhagen,1,DNK,Denmark,55.68,12.57,,,,
2019-05-17,departure,"Bravo MD83 at Sharm el Sheikh on Apr 12th 2019, rejected takeoff due to wheels not turning",2019-04-12,Extracted,NA,mcdonnell_douglas,MD80 family,MD83,MD83,1,Sharm el Sheikh,at,Sharm el Sheikh,1,NA,NA,NA,NA,,rejected,,
2019-05-17,enroute,"EAT A306 enroute on May 2nd 2019, pilot incapacitated",2019-05-02,Extracted,eat,airbus,A300 family,A300,A306,1,enroute,enroute,enroute,1,NA,NA,NA,NA,pilot,incapacitated,,
2019-05-17,,"Transavia B737 near Nice on May 15th 2019, fuel leak",2019-05-15,Extracted,transavia,boeing,737 family,B737,B737,1,Nice,near,Nice,1,FRA,France,43.7,7.27,,leak,,
2019-05-18,,"Austrian DH8D at Stuttgart on May 9th 2019, oily odour in cockpit",2019-05-09,Extracted,austrian,de_havilland_canada,Dash8 family,Dash8,DH8D,1,Stuttgart,at,Stuttgart,1,DEU,Germany,48.79,9.19,,smell,,
2019-05-18,,"Iberia A346 over Atlantic on May 17th 2019, technical fault",2019-05-17,Extracted,iberia,airbus,A340 family,A346,A346,1,Atlantic,over,Atlantic,1,NA,NA,NA,NA,,fault,,
2019-05-18,,"LOT B734 at Warsaw on May 18th 2019, problem with flaps",2019-05-18,Extracted,lot,boeing,737 family,B737,B734,1,Warsaw,at,Warsaw,1,POL,Poland,52.26,21.02,,problem,,
2019-05-19,,"Alitalia A332 at Milan on May 17th 2019, could not fully retract gear",2019-05-17,Extracted,alitalia,airbus,A330 family,A332,A332,1,Milan,at,Milan,1,ITA,Italy,45.48,9.19,,,,
2019-05-19,,"British Airways A319 near Lyon on May 17th 2019, electrical burning odour in cabin",2019-05-17,Extracted,british airways,airbus,A320 family,A319,A319,1,Lyon,near,Lyon,1,FRA,France,45.76,4.83,,smell;burning,,
2019-05-19,,"British Airways A319 near Lyon on May 17th 2019, electrical burning odour in cabin",2019-05-17,Extracted,british[[:space:]]airways,airbus,A320 family,A319,A319,1,Lyon,near,Lyon,1,FRA,France,45.76,4.83,,smell;burning,,
2019-05-19,,"Copa B738 at Panama City on May 17th 2019, could not fully retract gear",2019-05-17,Extracted,copa,boeing,737 family,B737,B738,1,Panama City,at,Panama City,1,PAN,Panama,9.0713596344,-79.3834991455,,,,
2019-05-19,,"Copa B738 at Panama City on May 17th 2019, could not fully retract gear",2019-05-17,Extracted,copa,boeing,737 family,B737,B738,1,Panama City,at,Panama City,1,USA,United States,30.2129347172,-85.6845384354,,,,
2019-05-19,,"SAS A20N near Copenhagen on May 18th 2019, fuel leak",2019-05-18,Extracted,sas,airbus,A220 family,A20,A20N,1,Copenhagen,near,Copenhagen,1,DNK,Denmark,55.68,12.57,,leak,,
2019-05-20,departure,"American B763 at Montevideo on May 12th 2019, rejected takeoff due to engine failure",2019-05-12,Extracted,american,boeing,767 family,B767,B763,1,Montevideo,at,Montevideo,1,URY,Uruguay,-34.87,-56.17,,failure;rejected,,
2019-05-20,,"American B763 near Porto on May 18th 2019, engine oil leak",2019-05-18,Extracted,american,boeing,767 family,B767,B763,1,Porto,near,Porto,1,PRT,Portugal,41.15,-8.62,,leak,,
2019-05-20,,"Azul E190 at Rio de Janeiro on May 18th 2019, hydraulic problems",2019-05-18,Extracted,azul,embraer,EMB190 family,E190,E190,1,Rio de Janeiro,at,Rio de Janeiro,1,BRA,Brazil,-22.91,-43.2,,problem,,
2019-05-20,,"Delta B752 at New York on May 18th 2019, bird strike",2019-05-18,Extracted,delta,boeing,757 family,B757,B752,1,New York,at,New York,1,USA,USA,40.67,-73.94,,bird_strike,,
2019-05-20,runway,"Pouya IL76 at Yerevan on May 16th 2019, overran displaced end of runway",2019-05-16,Extracted,NA,ilyushin,IL76 family,IL76,IL76,1,Yerevan,at,Yerevan,1,ARM,Armenia,40.17,44.52,,overrun,,
2019-05-21,departure,"Aeroflot SU95 at Ulyanovsk on May 18th 2019, rejected takeoff due to hydraulic failure",2019-05-18,Extracted,aeroflot,sukhoi,Superjet 100 family,SU100,SU95,1,Ulyanovsk,at,Ulyanovsk,1,RUS,Russia,54.33,48.4,,failure;rejected,,
2019-05-21,departure,"Aeroflot SU95 at Ulyanovsk on May 18th 2019, rejected takeoff due to hydraulic failure",2019-05-18,Extracted,lot,sukhoi,Superjet 100 family,SU100,SU95,1,Ulyanovsk,at,Ulyanovsk,1,RUS,Russia,54.33,48.4,,failure;rejected,,
2019-05-21,,"National B744 at Guam on May 11th 2019, dropped parts of flaps",2019-05-11,Extracted,NA,boeing,747 family,B747,B744,1,Guam,at,Guam,1,GUM,Guam,NA,NA,,dropped,,
2019-05-21,,"NewGen B738 at Bangkok on May 19th 2019, smoke in cabin",2019-05-19,Extracted,NA,boeing,737 family,B737,B738,1,Bangkok,at,Bangkok,1,THA,Thailand,13.73,100.5,,smoke,,
2019-05-21,,"Norwegian B738 at Sarajevo and Belgrade on May 17th 2019, flaps fault",2019-05-17,Extracted,norwegian,boeing,737 family,B737,B738,1,Sarajevo and Belgrade,at,Sarajevo and Belgrade,1,NA,NA,NA,NA,,fault,,
2019-05-21,,"Porter DH8D near Montreal on May 13th 2019, fuel hiding",2019-05-13,Extracted,porter,de_havilland_canada,Dash8 family,Dash8,DH8D,1,Montreal,near,Montreal,1,CAN,Canada,45.52,-73.57,,,,
2019-05-21,,"Scoot A320 near Chennai on May 20th 2019, cargo smoke indication",2019-05-20,Extracted,scoot,airbus,A320 family,A320,A320,1,Chennai,near,Chennai,1,IND,India,13.09,80.27,,indication;smoke,,
2019-05-21,,"TUI 738 at Manchester on May 17th 2019, to bee or not to bee",2019-05-17,Extracted,tui,boeing,737 family,B737,738,1,,,,1,NA,NA,NA,NA,,,,
2019-05-22,,"Iberia A346 over Atlantic on May 21st 2019, flaps problem",2019-05-21,Extracted,iberia,airbus,A340 family,A346,A346,1,Atlantic,over,Atlantic,1,NA,NA,NA,NA,,problem,,
2019-05-22,,"Jet Time B738 at Helsinki on May 21st 2019, flaps problem",2019-05-21,Extracted,NA,boeing,737 family,B737,B738,1,Helsinki,at,Helsinki,1,FIN,Finland,60.17,24.94,,problem,,
2019-05-23,,"American A321 at Washington on May 22nd 2019, went around due to TCAS RA at 800 feet AGL",2019-05-22,Extracted,american,airbus,A320 family,A321,A321,1,Washington,at,Washington,1,USA,USA,38.91,-77.02,,TCAS,,
2019-05-23,,"Caspian Airlines T154 near Janat-Abad on Jul 15th 2009, uncontained engine failure",2009-07-15,Extracted,caspian,tupolev,Tu-154 family,T154,T154,1,Janat-Abad,near,Janat-Abad,1,NA,NA,NA,NA,,failure,,
2019-05-23,,"Caspian Airlines T154 near Janat-Abad on Jul 15th 2009, uncontained engine failure",2009-07-15,Extracted,caspian airlines,tupolev,Tu-154 family,T154,T154,1,Janat-Abad,near,Janat-Abad,1,NA,NA,NA,NA,,failure,,
2019-05-23,departure,"Westjet B738 at Calgary on May 20th 2019, nose gear damage on takeoff",2019-05-20,Extracted,westjet,boeing,737 family,B737,B738,1,Calgary,at,Calgary,1,CAN,Canada,51.05,-114.06,,damage,,
2019-05-23,,"Westjet B738 at Orlando on May 18th 2019, laser injures pilot",2019-05-18,Extracted,westjet,boeing,737 family,B737,B738,1,Orlando,at,Orlando,1,USA,USA,28.5,-81.37,pilot,injury,,
2019-05-23,,"World Atlantic MD83 at Brownsville on May 22nd 2019, bird strike",2019-05-22,Extracted,world atlantic,mcdonnell_douglas,MD80 family,MD83,MD83,1,Brownsville,at,Brownsville,1,USA,USA,25.93,-97.48,,bird_strike,,
2019-05-24,,"Delta B763 over Atlantic on May 23rd 2019, problems with oxygen",2019-05-23,Extracted,delta,boeing,767 family,B767,B763,1,Atlantic,over,Atlantic,1,NA,NA,NA,NA,,problem,,
2019-05-24,,"El Al B738 near Larnaca on May 21st 2019, smell of smoke in cabin",2019-05-21,Extracted,el al,boeing,737 family,B737,B738,1,Larnaca,near,Larnaca,1,CYP,Cyprus,34.92,33.63,,smell;smoke,,
2019-05-24,departure,"Tianjin A320 at Tianjin on May 22nd 2019, brakes overtemperature after departure",2019-05-22,Extracted,tianjin,airbus,A320 family,A320,A320,1,Tianjin,at,Tianjin,1,CHN,China,39.13,117.2,,,,
2019-05-24,departure,"Tianjin A320 at Tianjin on May 22nd 2019, brakes overtemperature after departure",2019-05-22,Extracted,jin,airbus,A320 family,A320,A320,1,Tianjin,at,Tianjin,1,CHN,China,39.13,117.2,,,,
2019-05-25,enroute,"Cathay Pacific A359 near Darwin on May 24th 2019, engine shut down in flight",2019-05-24,Extracted,cathay,airbus,A350 family,A359,A359,1,Darwin,near,Darwin,1,AUS,Australia,-12.43,130.85,,shut down,,
2019-05-25,enroute,"Cathay Pacific A359 near Darwin on May 24th 2019, engine shut down in flight",2019-05-24,Extracted,cathay pacific,airbus,A350 family,A359,A359,1,Darwin,near,Darwin,1,AUS,Australia,-12.43,130.85,,shut down,,
2019-05-25,,"Easyjet A319 at London on May 25th 2019, bird strike",2019-05-25,Extracted,easyjet,airbus,A320 family,A319,A319,1,London,at,London,1,GBR,UK,51.52,-0.1,,bird_strike,,
2019-05-25,enroute,"Fedex MD11 enroute on May 23rd 2019, dropped gear door",2019-05-23,Extracted,fedex,mcdonnell_douglas,MD10 family,MD11,MD11,1,enroute,enroute,enroute,1,NA,NA,NA,NA,,dropped,,
2019-05-25,,"Gazpromavia SU95 over Ural on May 23rd 2019, TCAS failure",2019-05-23,Extracted,gazpromavia,sukhoi,Superjet 100 family,SU100,SU95,1,Ural,over,Ural,1,NA,NA,NA,NA,,failure;TCAS,,
2019-05-25,,"Virgin Australia AT72 near Sydney on Feb 20th 2014, control disagreement causing excessive G-forces injures cabin crew and pitch controls disconnect",2014-02-20,Extracted,virgin,atr,AT72 family,AT72,AT72,1,Sydney,near,Sydney,1,AUS,Australia,-33.87,151.21,cabin_crew,injury;disagree,,pitch
2019-05-25,,"Virgin Australia AT72 near Sydney on Feb 20th 2014, control disagreement causing excessive G-forces injures cabin crew and pitch controls disconnect",2014-02-20,Extracted,virgin australia,atr,AT72 family,AT72,AT72,1,Sydney,near,Sydney,1,AUS,Australia,-33.87,151.21,cabin_crew,injury;disagree,,pitch
2019-05-26,,"LOT B734 at Tel Aviv on May 25th 2019, bird strike",2019-05-25,Extracted,lot,boeing,737 family,B737,B734,1,Tel Aviv,at,Tel Aviv,1,NA,NA,NA,NA,,bird_strike,,
2019-05-26,,"Norra AT72 at Helsinki on May 26th 2019, smell of smoke on board",2019-05-26,Extracted,norra,atr,AT72 family,AT72,AT72,1,Helsinki,at,Helsinki,1,FIN,Finland,60.17,24.94,,smell;smoke,,
2019-05-27,,"Austrian A319 and Austrian DH8D at Vienna on Jun 16th 2017, loss of separation, TCAS resolution advisory",2017-06-16,Extracted,austrian,airbus/de_havilland_canada,A320 family/Dash8 family,A319/Dash8,A319/DH8D,2,Vienna,at,Vienna,1,AUT,Austria,48.22,16.37,,loss of separation;TCAS,,
2019-05-27,enroute,"Caraibes AT72 Pointe a Pitre on May 25th 2019, engine shut down in flight, smoke in cabin",2019-05-25,Extracted,caraibes,atr,AT72 family,AT72,AT72,1,,,,1,NA,NA,NA,NA,,shut down;smoke,,
2019-05-27,enroute,"China Southern A388 enroute on May 26th 2019, hail strike",2019-05-26,Extracted,china southern,airbus,A380 family,A380,A388,1,enroute,enroute,enroute,1,NA,NA,NA,NA,,hail strike,,
2019-05-27,,"United A320 at Seattle on May 21st 2019, bird strike",2019-05-21,Extracted,united,airbus,A320 family,A320,A320,1,Seattle,at,Seattle,1,USA,USA,47.62,-122.35,,bird_strike,,
2019-05-28,,"Canada B788 at Vancouver on May 18th 2019, smoke in cabin",2019-05-18,Extracted,canada,boeing,787 family,B787,B788,1,Vancouver,at,Vancouver,1,CAN,Canada,49.28,-123.13,,smoke,,
2019-05-28,,"Easyjet A320 at Tenerife on Jun 2nd 2014, fuel emergency",2014-06-02,Extracted,easyjet,airbus,A320 family,A320,A320,1,Tenerife,at,Tenerife,1,COL,Colombia,9.93,-74.7,,emergency,,
2019-05-28,enroute,"Hainan A333 at Saint Petersburg on May 26th 2019, engine shut down in flight",2019-05-26,Extracted,hainan,airbus,A330 family,A333,A333,1,Saint Petersburg,at,Saint Petersburg,1,RUS,Russia,59.93,30.32,,shut down,,
2019-05-28,,"Scoot A320 near Taipei on Mar 24th 2019, abnormal cabin pressure",2019-03-24,Extracted,scoot,airbus,A320 family,A320,A320,1,Taipei,near,Taipei,1,TWN,Taiwan,25.02,121.45,,pressure,,
2019-05-28,approach,"Thai A333 at Tokyo on May 27th 2019, burst tyre on landing",2019-05-27,Extracted,thai,airbus,A330 family,A333,A333,1,Tokyo,at,Tokyo,1,JPN,Japan,35.67,139.77,,burst,,
2019-05-28,,"Transavia France B738 at Nantes on May 26th 2019, fuel leak",2019-05-26,Extracted,france,boeing,737 family,B737,B738,1,Nantes,at,Nantes,1,FRA,France,47.23,-1.57,,leak,,
2019-05-28,,"Transavia France B738 at Nantes on May 26th 2019, fuel leak",2019-05-26,Extracted,transavia,boeing,737 family,B737,B738,1,Nantes,at,Nantes,1,FRA,France,47.23,-1.57,,leak,,
2019-05-28,,"Transavia France B738 at Nantes on May 26th 2019, fuel leak",2019-05-26,Extracted,transavia france,boeing,737 family,B737,B738,1,Nantes,at,Nantes,1,FRA,France,47.23,-1.57,,leak,,
2019-05-28,enroute,"United 738 at Honolulu on May 26th 2019, engine shut down in flight",2019-05-26,Extracted,united,boeing,737 family,B737,738,1,,,,1,NA,NA,NA,NA,,shut down,,
2019-05-28,,"UTAir B735 at Surgut on May 25th 2019, trim runaway",2019-05-25,Extracted,utair,boeing,737 family,B737,B735,1,Surgut,at,Surgut,1,RUS,Russia,61.25,73.42,,,,
2019-05-28,,"Volaris A20N near Tijuana on Apr 22nd 2019, engine oil issue",2019-04-22,Extracted,volaris,airbus,A220 family,A20,A20N,1,Tijuana,near,Tijuana,1,MEX,Mexico,32.53,-117.02,,issue,,
2019-05-29,approach,"Air Austral B738 at Reunion on May 27th 2019, could not retract the landing gear",2019-05-27,Extracted,air austral,boeing,737 family,B737,B738,1,Reunion,at,Reunion,1,REU,Réunion,NA,NA,,could not retract,,
2019-05-29,approach,"Air Austral B738 at Reunion on May 27th 2019, could not retract the landing gear",2019-05-27,Extracted,austral,boeing,737 family,B737,B738,1,Reunion,at,Reunion,1,REU,Réunion,NA,NA,,could not retract,,
2019-05-29,,"Austrian E195 at Innsbruck on May 27th 2019, brakes problem",2019-05-27,Extracted,austrian,embraer,EMB190 family,E195,E195,1,Innsbruck,at,Innsbruck,1,AUT,Austria,47.28,11.41,,problem,,
2019-05-29,approach,"Lufthansa B744 at Philadelphia on May 28th 2019, hard landing, chunk of engine separated on touch down",2019-05-28,Extracted,lufthansa,boeing,747 family,B747,B744,1,Philadelphia,at,Philadelphia,1,USA,USA,40.01,-75.13,,separated,hard,
2019-05-29,,"Oriental Bridge DH8B at Nagasaki on May 27th 2019, three failures, one diversion, two returns",2019-05-27,Extracted,NA,de_havilland_canada,Dash8 family,Dash8,DH8B,1,Nagasaki,at,Nagasaki,1,JPN,Japan,32.75,129.88,,failure;return;divert,,
2019-05-29,,"Sunwing B738 at Miami on May 18th 2019, overspeed while flaps moving",2019-05-18,Extracted,sunwing,boeing,737 family,B737,B738,1,Miami,at,Miami,1,USA,USA,25.78,-80.21,,overspeed,,speed
2019-05-29,,"Vueling A320 and Vueling A320 at Barcelona on Jul 11th 2014, near collision",2014-07-11,Extracted,vueling,airbus,A320 family,A320,A320,1,Barcelona,at,Barcelona,1,ESP,Spain,41.4,2.17,,collision;near_collision,,
2019-05-30,,"Aeromexico B788 near Halifax on May 28th 2019, crew oxygen leak",2019-05-28,Extracted,aeromexico,boeing,787 family,B787,B788,1,Halifax,near,Halifax,1,CAN,Canada,44.67,-63.61,cabin_crew,leak,,
2019-05-30,runway,"Easyjet Europe A320 and Norwegian B738 at Edinburgh on Aug 13th 2018, loss of separation on runway",2018-08-13,Extracted,easyjet,airbus/boeing,A320 family/737 family,A320/B737,A320/B738,2,Edinburgh,at,Edinburgh,1,GBR,UK,55.95,-3.22,,loss of separation,,
2019-05-30,runway,"Easyjet Europe A320 and Norwegian B738 at Edinburgh on Aug 13th 2018, loss of separation on runway",2018-08-13,Extracted,norwegian,airbus/boeing,A320 family/737 family,A320/B737,A320/B738,2,Edinburgh,at,Edinburgh,1,GBR,UK,55.95,-3.22,,loss of separation,,
2019-05-30,runway,"Easyjet Europe A320 and Norwegian B738 at Edinburgh on Aug 13th 2018, loss of separation on runway",2018-08-13,Extracted,easyjet europe,airbus/boeing,A320 family/737 family,A320/B737,A320/B738,2,Edinburgh,at,Edinburgh,1,GBR,UK,55.95,-3.22,,loss of separation,,
2019-05-30,enroute,"Eurowings A319 enroute on May 17th 2019, dropped engine oil access panel",2019-05-17,Extracted,eurowings,airbus,A320 family,A319,A319,1,enroute,enroute,enroute,1,NA,NA,NA,NA,,dropped,,
