orig_text,reporting_date
"Austrian DH8D at Sibiu on Mar 27th 2019, tyre damage on landing",2019-03-28
"Endeavor CRJ9 at Kansas City on Mar 26th 2019, bird strike",2019-03-28
"Qantas B744 near Hong Kong on Apr 7th 2017, stick shaker activation in holding pattern injures 15 passengers",2019-03-28
"Tunis Express AT72 at Tunis on Mar 26th 2019, air conditioning problem",2019-03-28
"Virgin Australia B738 at Alice Springs on Mar 27th 2019, no gala on landing",2019-03-28
"American B772 over Atlantic on Mar 27th 2019, cargo smoke indication",2019-03-29
"Avianca Brasil A320 at Salvador on Mar 27th 2019, hydraulic failure",2019-03-29
"LATAM Chile A321 at Puerto Montt on Mar 25th 2019, engine problem",2019-03-29
"Red Wings A321 near Ekaterinburg on Mar 26th 2019, passenger seat on fire",2019-03-29
"Sunwing B738 enroute on Mar 20th 2019, hydraulic problems",2019-03-29
"Vietjet A320 at Vinh City on Mar 26th 2019, runway incursion",2019-03-29
"Canada A320 enroute on Mar 27th 2019, spoiled flight",2019-03-30
"Jetstar A320 near Brisbane on Mar 29th 2019, electrical problems",2019-03-30
"Kalitta B744 at Brussels on Mar 29th 2019, engine problem",2019-03-30
"United B738 near Baltimore on Mar 29th 2019, odour on board sends 7 passengers to hospital",2019-03-30
"United B772 at Washington on Mar 28th 2019, a fairly large bird strike",2019-03-30
"American E190 at Boston on Mar 31st 2019, bird strike",2019-03-31
"Lufthansa A320 at Sofia and Munich on Mar 30th 2019, flat tyre on departure",2019-03-31
"Ryanair B738 at Corvera on Mar 29th 2019, bird strike",2019-03-31
"British Airways A320 near Basel on Mar 31st 2019, electrical fumes in cockpit",2019-04-01
"British Airways B772 over Atlantic on Mar 19th 2019, cargo smoke indication",2019-04-01
"Easyjet A320 at Munich on Mar 31st 2019, bird strike",2019-04-01
"Aeroflot A320 at Budapest on Mar 30th 2019, unsafe gear",2019-04-02
"Atlantic Airways A319 at Vagar on Mar 30th 2019, bird strike",2019-04-02
"Azul A20N at Belem on Mar 30th 2019, rejected takeoff due to bird strike",2019-04-02
"Canada A321 at Ottawa on Mar 28th 2019, flock of birds causes engine and hydraulic failure",2019-04-02
"Spring Airlines A320 at Shanghai on Mar 31st 2019, rejected takeoff due to bird strike",2019-04-02
"Delta A333 at Amsterdam on Apr 3rd 2019, electrical odour in cabin and electrical problems",2019-04-03
"Lufthansa A388 enroute on Apr 2nd 2019, hydraulic fault",2019-04-03
"S7 A319 at Moscow on Apr 2nd 2019, rejected takeoff due to flock of birds",2019-04-03
"United A320 at Toronto on Mar 23rd 2019, loss of engine control",2019-04-03
"American A321 near Wilmington on Apr 2nd 2019, fumes on the flight deck",2019-04-04
"Ryanair B738 at Treviso on Mar 30th 2019, engine smoking",2019-04-04
"Transavia B738 near Amsterdam on Apr 3rd 2019, equipment cooling problems",2019-04-04
"Virgin Australia A320 near Perth on Sep 12th 2015, automated flight system issue",2019-04-04
"VivaColombia A320 at Bogota on Apr 2nd 2019, two lightning strikes",2019-04-04
"Canada Rouge 763 at Montreal on Mar 29th 2019, gear disagrees",2019-04-05
"Capital Beijing A320 at Macau on Aug 28th 2018, dropped nose wheels on hard touchdown (3.406G)",2019-04-05
"Croatia DH8D near Munich on Apr 4th 2019, APU fire indication",2019-04-05
"Lingus A332 at Dublin on Dec 28th 2017, engine shut down in flight",2019-04-05
"Eurowings B738 near Cologne on Apr 5th 2019, gear well indication",2019-04-06
"Eurowings B738 near Stuttgart on Apr 5th 2019, defective instrument display",2019-04-06
"Expressjet CRJ2 near Dallas on Apr 4th 2019, overheating cockpit displays",2019-04-06
"Thai A359 at Brussels on Apr 5th 2019, suspected engine oil leak",2019-04-06
"United B738 at Chicago on Apr 7th 2019, could not retract gear",2019-04-06
"United B738 near Sacramento on Apr 4th 2019, engine problem",2019-04-06
"Caribbean B738 at Georgetown on Jul 30th 2011, overran runway",2019-04-08
"American B738 at Miami on Apr 7th 2019, bird strike",2019-04-09
"Biman B738 near Chittagong on Apr 8th 2019, engine failure",2019-04-09
"PSA CRJ7 at Augusta on Apr 5th 2019, dropped panel",2019-04-09
"Sky High JS41 at Dominica on Apr 8th 2019, runway excursion on landing",2019-04-09
"Spicejet B738 at Bagdogra on Apr 6th 2019, hailed nose",2019-04-09
"Asiana A320 at Gwangju on Apr 9th 2019, nose gear tilted by 90 degrees on landing",2019-04-10
"Azul AT72 at Sao Paulo on Mar 12th 2019, rejected takeoff due to engine fire",2019-04-10
"British Airways B773 enroute on Apr 7th 2019, some passenger oxygen masks accidentally deployed, lights and IFE out",2019-04-10
"Cathay Dragon A333 at Kaohsiung on Apr 8th 2019, smoking engine",2019-04-10
"Delta B712 at Austin on Apr 8th 2019, burst tyre on departure",2019-04-10
"Kenya B788 near Dar es Salaam on Feb 12th 2019, engine shut down in flight",2019-04-10
"Lufthansa B748 near Frankfurt on Apr 8th 2019, cargo smoke indication",2019-04-10
"Ryanair B738 at Tenerife on Apr 7th 2019, first officer incapacitated",2019-04-10
"SAA A346 at Johannesburg on Apr 6th 2019, could not retract left main gear",2019-04-10
"Serbia AT72 near Sofia on Nov 26th 2017, noise and vibrations felt from airframe",2019-04-10
"American A321 at Philadelphia on Apr 9th 2019, hydraulic failure",2019-04-11
"TuiFly B738 over Montenegro on Apr 9th 2019, loss comm prompts intercept",2019-04-11
"Aeromexico E170 at Chihuahua on Apr 10th 2019, wing tip strike on departure",2019-04-12
"Hawaiian B712 near Hilo on Apr 8th 2019, loss of cabin pressure",2019-04-12
"Korean B739 at Seoul on Apr 11th 2019, engine shut down in flight",2019-04-12
"Pobeda B738 at Petrozavodsk on Apr 9th 2019, barked landing",2019-04-12
"SA Airlink RJ85 near Johannesburg on Nov 8th 2017, uncontained engine failure takes out two engines",2019-04-12
"Sky Regional E175 at Toronto on Mar 17th 2019, lavatory smoke indication",2019-04-12
"Skywest CRJ2 at Redmond on Apr 10th 2019, blew all main tyres on landing",2019-04-12
"Sunwing B738 enroute on Mar 22nd 2019, hydraulic leak",2019-04-12
"Delta B739 at Santo Domingo on Apr 12th 2019, slat problem",2019-04-13
"Indigo A20N at Delhi on Apr 9th 2019, engine vibrations",2019-04-13
"Jazz DH8A at Toronto on Mar 23rd 2019, continuous stick shaker",2019-04-13
"Finnair A319 near Stockholm on Apr 13th 2019, loss of cabin pressure",2019-04-14
"SAS CRJ9 at Stockholm on Apr 13th 2019, nose gear problem on departure",2019-04-14
"Skywest CRJ2 at Erie on Apr 12th 2019, wing tip strike on landing",2019-04-14
"Swiss A320 at Zurich on Apr 13th 2019, bird strike",2019-04-14
"United B772 over Pacific on Apr 12th 2019, pilot ill",2019-04-14
"ANA Wings DH8D near Nagoya on Apr 14th 2019, cracked windshield",2019-04-16
"China Southern A321 at Phuket and Penang on Apr 3rd 2019, fuel emergency, landed below minimum fuel reserve",2019-04-16
"United B772 near Nagasaki on Apr 6th 2019, engine problem",2019-04-16
"Alitalia A332 at Milan on Apr 15th 2019, autothrust control problem",2019-04-17
"Egypt A306 near Cologne on Apr 15th 2019, smell of smoke in cockpit",2019-04-17
"Envoy E175 at Greensboro on Apr 15th 2019, bird strike",2019-04-17
"TAM A320 near Rio de Janeiro on Feb 28th 2014, loss of cabin pressure",2019-04-17
"Aeromexico B789 at Amsterdam on Apr 15th 2019, speed problems",2019-04-18
"Envoy E135 at Toronto on Apr 7th 2019, unsafe gear indication",2019-04-18
"Perimeter DH8C at Winnipeg on Apr 3rd 2019, oil in bleed air",2019-04-18
"Daily DHC6 at Kaohsiung on Apr 23rd 2018, runway excursion on landing",2019-04-19
"KLM B772 near Shannon on Apr 17th 2019, hydraulic failure",2019-04-19
"Aeromexico B789 near Mexico City on Apr 20th 2019, electrical problem",2019-04-20
"Cathay Pacific A359 at Hong Kong on Apr 19th 2019, problem with landing gear on departure",2019-04-20
"Delta B752 at San Francisco on Apr 19th 2019, smoke on board",2019-04-20
"Indigo A20N at Jaipur on Apr 1st 2019, engine stall",2019-04-20
"Indigo A20N at Pune on Apr 2nd 2019, engine problem",2019-04-20
"PIA A320 enroute on Apr 19th 2019, squeaking seal",2019-04-20
"Skywest E175 near Oklahoma City on Apr 18th 2019, smoke in cabin",2019-04-20
"Delta MD90 at Philadelphia on Apr 21st 2019, engine shut down in flight",2019-04-22
"Emirates B773 at Cape Town on Apr 20th 2019, cargo door indication",2019-04-22
"Eurowings A319 near Nice on Apr 21st 2019, cabin pressure problems",2019-04-22
"Kuwait A320 at Beirut on Apr 21st 2019, bent nose",2019-04-22
"TAP A343 at Lisbon on Apr 22nd 2019, gear problem on arrival",2019-04-22
"Asia Airways AN26 near Khartoum on Apr 22nd 2019, ran out of fuel",2019-04-23
"Cathay Pacific A333 near Shanghai on Apr 20th 2019, lightning strike",2019-04-23
"Easyjet Switzerland A320 at Hamburg on Apr 17th 2019, commenced takeoff without clearance and rejected",2019-04-23
"Eurowings A319 at Hamburg on Apr 22nd 2019, runway incursion",2019-04-23
"Frontier A321 near Atlanta on Apr 21st 2019, crew oxygen leak",2019-04-23
"Tara D228 at Ramechhap on Apr 22nd 2019, runway excursion on landing",2019-04-23
"Silver SF34 at Orlando on Apr 23rd 2019, runway excursion on rejected takeoff",2019-04-24
"Thai B772 at Seoul on Apr 22nd 2019, bird strike",2019-04-24
"Virgin Atlantic B789 enroute on Apr 16th 2019, unexpected climb of cabin altitude",2019-04-24
"Envoy E135 at Montreal on Apr 9th 2019, immediate fuel emergency on first go around",2019-04-25
"Lufthana Cityline E190 at Paderborn on Jul 18th 2018, near collision with glider aircraft",2019-04-25
"Spirit A321 at Baltimore on Apr 24th 2019, odour on board",2019-04-25
"Adria CRJ9 at Ljubljana on Apr 24th 2019, rejected takeoff due to bird strike",2019-04-26
"Canada Rouge A319 near Montreal on Apr 14th 2019, unstable engine",2019-04-26
"Dana MD83 at Port Harcourt on Feb 20th 2018, overran runway by 300 meters",2019-04-26
"Delta A332 at Lagos on Feb 13th 2018, engine fire",2019-04-26
"Iberia A333 at Johannesburg on Apr 24th 2019, could not fully retract landing gear",2019-04-26
"KLM B744 at Seoul on Apr 25th 2019, engine failure",2019-04-26
"Neos B763 at Barcelona on Apr 14th 2019, engine shut down in flight",2019-04-26
"PIA B772 at Lahore on Apr 25th 2019, stoned engine",2019-04-26
"Qeshm RJ1H at Muscat on Apr 25th 2019, burst both right main tyres on landing",2019-04-26
"TUIFly B738 near Paris on Apr 24th 2019, a relay feels hot",2019-04-26
"West Sweden ATP near East Midlands on May 3rd 2018, temporary total electrical DC failure",2019-04-26
"Aeroflot SU95 at Riga on Apr 26th 2019, loss of cabin pressure",2019-04-27
"Canada Rouge A319 at Toronto on Apr 17th 2019, fumes on board",2019-04-27
"Fedex B752 near Amsterdam on Apr 26th 2019, loss of cabin pressure",2019-04-27
"GoAir A320 near Nagpur on Apr 26th 2019, pressurization problems",2019-04-27
"Southwest B737 at Portland on Apr 26th 2019, bird strike",2019-04-27
"British Airways A21N at Bucharest on Apr 27th 2019, bird strike",2019-04-28
"Ryanair B738 near Paris on Apr 28th 2019, engine shut down in flight",2019-04-29
"Spicejet B738 at Shirdi on Apr 29th 2019, overran runway on landing",2019-04-29
"American B738 at Vancouver on Apr 19th 2019, burst tyre on departure",2019-04-30
"El Al B738 at Tel Aviv on Apr 29th 2019, engine shut down in flight",2019-04-30
"Skywest CRJ2 at Hattiesburg on Apr 26th 2019, rejected takeoff due to deer strike",2019-04-30
"Skywest CRJ2 near Bloomington on Apr 28th 2019, engine shut down in flight",2019-04-30
"Calm AT72 at Thompson on Apr 16th 2019, too calm an engine",2019-05-01
"Westjet B737 at Saskatoon on Apr 7th 2019, temporary runway excursion on landing",2019-05-01
"Austrian E195 enroute on Apr 28th 2019, fuel quantity indication problems",2019-05-02
"Canada Rouge A319 near Raleigh Durham on Apr 23rd 2019, fumes on board",2019-05-02
"PSA CRJ7 at Philadelphia on May 1st 2019, spoiler problems",2019-05-02
"Thai B772 at Dhaka on Jul 24th 2018, temporary runway excursion",2019-05-02
"Alitalia B772 near Tokyo on May 2nd 2019, turbulence injures 3 cabin crew",2019-05-03
"Etihad A320 near Karachi on Mar 5th 2018, loss of cabin pressure",2019-05-03
"Fedex B752 at Budapest on May 2nd 2019, hydraulic failure",2019-05-03
"Jetstar A320 at Christchurch on Aug 6th 2017, descent below minimum safe height on approach",2019-05-03
"KLM Cityhopper E190 at Amsterdam on May 2nd 2019, bird strike",2019-05-03
"Mandarin AT72 near Hualien on May 2nd 2019, loss of cabin pressure",2019-05-03
"Tasman Cargo B752 at Auckland on Feb 5th 2018, hydraulic leak, two hydraulic systems failed",2019-05-03
"Wizz A321 at Bucharest on May 1st 2019, bird strike",2019-05-03
"Delta B752 near San Juan on May 2nd 2019, engine problem",2019-05-04
"Endeavor CRJ2 at Baltimore on Jan 23rd 2017, engine shut down in flight",2019-05-04
"Envoy E135 near Syracuse on May 2nd 2019, smoke in cockpit",2019-05-04
"Skywest CRJ2 at Fargo on May 2nd 2019, burst right hand main tyres",2019-05-04
"Skywest CRJ9 near Tulsa on May 2nd 2019, cracked windshield",2019-05-04
"Spirit A321 at Los Angeles on May 3rd 2019, fumes on board",2019-05-04
"ASL Ireland A306 at Milan on May 2nd 2019, hydraulic failure",2019-05-05
"Skywest CRJ7 at Chicago on Jun 10th 2017, uncontained engine failure",2019-05-05
"Virgin Atlantic B789 at London on May 3rd 2019, bird strike",2019-05-05
"Nordstar B738 at Norilsk on May 6th 2019, overran runway on landing",2019-05-06
"British Airways B772 over Atlantic on May 5th 2019, turbulence causes 14 injuries",2019-05-07
"Gulf A320 at Multan on May 5th 2019, bird strike",2019-05-07
"Jetstar A320 at Sydney on May 9th 2018, flap and gear overspeed on go around",2019-05-07
"KLM B738 at Amsterdam on May 5th 2019, engine problem",2019-05-07
"Spirit A320 near Dallas on May 5th 2019, unusual odour on board",2019-05-07
"Vietnam A321 at Hanoi on Apr 12th 2019, joined wrong ILS for approach and went around",2019-05-07
"Indigo A20N enroute on Mar 24th 2019, intermittent engine vibrations",2019-05-08
"Jet2 B738 near Manchester on May 7th 2019, air conditioning problem",2019-05-08
"Saudia A333 at Riyadh on May 7th 2019, tyre deflated on landing",2019-05-08
"Southwest B737 at Oakland on May 6th 2019, bird strike",2019-05-08
"Spicejet DH8D near Nagpur on Nov 24th 2017, smoke in cabin and cockpit",2019-05-08
"Srilankan A333 near Colombo on May 6th 2019, hydraulic failure",2019-05-08
"Thai Smile A320 at Chiang Rai on Jan 9th 2019, improperly closed cargo door",2019-05-08
"Titan A320 at Banjul on Apr 26th 2019, bird strike",2019-05-08
"Volaris A20N near Mazatlan on May 6th 2019, engine shut down in flight",2019-05-08
"American B738 at Kingston and Miami on May 7th 2019, tyre damage on departure, hydraulic leak on landing",2019-05-09
"Eva B773 at Los Angeles on Dec 16th 2016, ATC instructs turn left instead of right, loss of separation, confusion, dangerous closure to terrain",2019-05-09
"JAL B738 at Osaka on May 7th 2019, hydraulic leak",2019-05-09
"Joon A343 near Isfahan on May 8th 2019, malfunction of ventilation circuit",2019-05-09
"PIA A320 near Lahore on Oct 11th 2017, cargo smoke indication",2019-05-09
"Singapore A388 at Delhi on May 8th 2019, nose wheel steering failure",2019-05-09
"Trans States E145 at Peoria on May 7th 2019, engine shut down in flight",2019-05-09
"Canada B789 at Vancouver on May 1st 2019, rejected takeoff due to compressor stall",2019-05-10
"India B773 near Vienna on May 7th 2019, engine problem",2019-05-10
"Lingus A320 near Cork on Nov 2nd 2017, smoke in cockpit",2019-05-10
"SAS A320 at Gothenburg on May 9th 2019, smoke on board",2019-05-10
"Trans States E145 at Billings on May 8th 2019, icing sensor fault",2019-05-10
"TUI Belgium B788 at Brussels on May 9th 2019, overheating brake",2019-05-10
"AeroUnion A306 at Guadalajara on Feb 6th 2019, tail strike on landing",2019-05-11
"Alaska A320 near Los Angeles on May 10th 2019, strong odour in cabin",2019-05-11
"American A319 at Toronto on Apr 4th 2019, runway confusion on final approach",2019-05-11
"Canada A320 at Cancun on May 5th 2019, seized wheel",2019-05-11
"Eurowings A320 at Cologne on May 9th 2019, rejected takeoff due to fault indication",2019-05-11
"Kenya E190 at Nairobi on May 10th 2019, bird strike",2019-05-11
"Azur B763 near Nha Trang on May 11th 2019, oil filter indication",2019-05-12
"Delta B738 at Tri-Cities and Knoxville on May 12th 2019, nose gear problem",2019-05-12
"Norra AT72 at Helsinki on May 11th 2019, flaps problem",2019-05-12
"Canada Rouge B763 at Melbourne on May 8th 2019, rejected takeoff due to gear not down",2019-05-13
"Qantas B744 over Pacific on May 12th 2019, engine shut down in flight",2019-05-13
"Aeroflot SU95 near Moscow on May 13th 2019, loss of cabin pressure",2019-05-14
"AirAsia India A320 at Delhi on May 13th 2019, hydraulic failure",2019-05-14
"Canada Rouge A319 enroute on May 12th 2019, hydraulic leak",2019-05-14
"Lufthansa A359 near Shannon on May 12th 2019, problems with speed indication",2019-05-14
"S7 E170 at Ekaterinburg on May 7th 2019, rejected takeoff due to engine problem",2019-05-14
"Southwest B737 at Oakland on May 11th 2019, flaps problem",2019-05-14
"Swiss BCS1 at Madrid on May 13th 2019, bird strike",2019-05-14
"Thai Smile A320 enroute on Apr 22nd 2019, turbulence causes serious injuries",2019-05-14
"Eurowings A332 at Dusseldorf on May 5th 2019, flaps up landing",2019-05-15
"Lufthansa A346 at Shanghai on May 13th 2019, could not retract gear",2019-05-15
